0	0	19	-45	44	-102	64	-156	80	-208	90	-260	99	-301	104	-328	108	-339	110	-335	120	-314	139	-276	163	-221	183	-169	201	-123	214	-85	222	-56	228	-34	232	-19	236	-7	1
0	0	10	-29	33	-95	53	-154	71	-191	89	-236	106	-272	118	-299	131	-325	145	-346	149	-355	154	-349	156	-335	178	-282	208	-212	231	-159	254	-101	271	-52	279	-21	286	6	1
0	0	28	-92	58	-175	88	-236	116	-290	151	-355	172	-392	178	-406	183	-408	183	-402	192	-380	219	-328	247	-264	269	-199	289	-122	301	-65	308	-31	311	-12	313	14	317	37	1
0	0	19	-62	43	-146	70	-221	88	-269	101	-301	112	-326	123	-350	132	-366	136	-374	139	-375	143	-372	147	-366	154	-360	177	-337	206	-297	231	-251	252	-206	267	-170	282	-130	1
0	0	25	-52	56	-125	92	-207	121	-267	148	-318	166	-357	180	-382	194	-402	202	-416	208	-421	212	-421	215	-420	219	-414	224	-403	238	-372	254	-332	272	-286	287	-242	301	-200	1
0	0	30	-86	70	-181	101	-256	123	-300	148	-350	165	-374	176	-388	182	-391	188	-384	197	-362	227	-305	260	-227	281	-157	295	-97	302	-37	304	9	307	38	307	50	307	62	1
0	0	25	-79	53	-167	78	-232	99	-274	111	-301	130	-330	141	-348	152	-364	158	-375	161	-379	166	-374	168	-362	172	-350	189	-310	219	-250	250	-188	272	-136	291	-90	303	-53	1
0	0	20	-90	65	-231	120	-378	154	-451	171	-482	180	-502	184	-511	187	-513	191	-511	196	-487	205	-458	220	-413	241	-348	261	-279	275	-218	286	-167	294	-117	303	-61	309	-23	1
0	0	21	-63	56	-159	105	-281	146	-361	166	-401	179	-426	187	-438	191	-443	195	-442	199	-437	200	-432	205	-411	215	-382	229	-348	251	-283	272	-217	286	-170	303	-124	316	-85	1
0	0	9	-59	32	-142	59	-228	85	-292	102	-331	113	-360	124	-380	132	-392	138	-398	142	-399	146	-394	150	-384	154	-371	168	-343	202	-292	233	-238	256	-186	274	-142	288	-100	1
0	0	13	30	33	89	52	160	63	213	70	247	74	266	79	286	81	297	82	301	87	312	95	329	99	334	107	317	146	247	194	144	229	45	248	-14	258	-54	261	-76	2
0	0	16	53	32	114	47	173	61	227	73	282	82	324	87	342	90	348	96	365	105	389	108	397	110	394	137	333	182	233	227	144	250	89	262	53	270	18	276	2	2
0	0	29	59	51	107	68	160	85	215	97	262	106	290	113	312	117	331	121	350	124	363	127	369	129	371	158	329	210	224	255	135	287	75	308	28	316	-6	321	-19	2
0	0	14	26	31	64	47	109	66	156	80	196	91	233	103	271	115	302	126	326	133	341	136	345	137	347	139	340	154	311	189	251	226	178	262	101	289	45	304	6	2
0	0	14	34	36	84	57	134	72	175	89	212	102	241	114	271	124	295	131	308	134	316	135	317	148	293	270	64	406	-213	500	-358	533	-358	553	-358	564	-358	568	-358	2
0	0	14	27	30	66	43	113	56	166	66	206	74	235	83	264	89	287	95	308	98	321	98	326	99	325	119	298	157	234	204	162	249	94	284	47	303	18	312	4	2
0	0	14	34	35	81	53	136	67	196	78	248	88	291	97	331	102	350	102	358	104	364	107	370	112	371	125	355	174	289	226	199	260	141	275	111	289	83	300	53	2
0	0	8	26	21	64	35	116	51	170	64	218	74	255	82	277	88	292	92	301	94	305	96	308	100	301	125	257	178	162	225	81	263	31	287	-3	300	-25	307	-43	2
0	0	20	45	42	109	59	164	73	212	83	243	94	271	100	293	105	306	107	312	111	314	121	296	164	205	220	99	262	26	278	-3	280	-10	280	-16	285	-33	288	-44	2
0	0	18	50	36	102	54	156	69	202	83	238	92	266	99	288	104	308	108	319	110	323	113	331	117	343	122	352	125	358	131	349	159	291	210	186	258	75	276	41	2
0	0	-55	-4	-112	-6	-165	-4	-210	-1	-247	3	-281	7	-318	12	-353	14	-384	17	-417	19	-445	22	-466	24	-484	26	-498	28	-514	30	-529	32	-537	32	-543	32	-548	32	3
0	0	-49	0	-118	-4	-182	-6	-240	-10	-288	-11	-327	-11	-354	-11	-371	-10	-390	-8	-410	-5	-423	-2	-437	0	-451	4	-460	8	-470	11	-479	12	-491	13	-503	13	-512	14	3
0	0	-27	6	-47	8	-88	14	-127	19	-170	23	-213	26	-251	27	-283	29	-318	30	-351	31	-376	32	-400	36	-414	37	-429	39	-441	42	-450	44	-458	45	-471	48	-479	49	3
0	0	-21	-3	-49	-6	-83	-9	-117	-10	-155	-12	-192	-12	-228	-12	-269	-12	-303	-11	-332	-10	-357	-9	-383	-9	-403	-9	-421	-9	-440	-12	-456	-16	-468	-18	-484	-21	-497	-22	3
0	0	-19	0	-50	-1	-90	-7	-134	-12	-185	-17	-233	-20	-281	-23	-325	-23	-367	-23	-402	-23	-423	-22	-450	-18	-467	-14	-478	-12	-486	-11	-493	-10	-500	-10	-508	-10	-515	-11	3
0	0	-31	6	-70	11	-109	16	-150	21	-194	23	-232	26	-268	26	-302	28	-330	29	-349	32	-367	33	-384	34	-402	36	-419	39	-438	41	-453	42	-462	42	-472	42	-479	42	3
0	0	-9	0	-23	0	-39	2	-54	2	-76	3	-100	4	-122	4	-146	4	-170	4	-194	4	-221	5	-242	5	-266	7	-288	8	-307	8	-328	9	-347	10	-363	10	-378	11	3
0	0	-13	-1	-33	-3	-55	-3	-86	-3	-123	-3	-169	-1	-212	2	-254	6	-295	9	-333	12	-373	13	-412	14	-442	17	-467	17	-490	18	-509	18	-531	17	-551	14	-568	12	3
0	0	32	3	107	9	205	15	298	26	388	36	463	46	511	52	540	54	557	54	568	54	577	54	584	54	589	53	613	44	646	32	665	24	677	21	685	19	692	18	4
0	0	25	0	68	0	121	0	172	1	227	1	276	1	320	1	359	2	393	6	423	10	443	13	460	16	474	18	488	20	499	20	507	20	514	21	518	21	520	22	4
0	0	11	0	17	0	42	0	68	0	93	0	119	0	149	3	176	3	206	3	232	3	262	3	286	3	312	1	331	0	350	0	369	0	386	0	401	0	414	0	4
0	0	21	5	47	7	74	8	101	8	129	8	166	5	203	2	245	1	274	1	320	1	358	1	392	1	423	1	449	1	470	1	490	1	506	1	520	1	534	1	4
0	0	27	0	65	0	106	0	151	0	197	-1	243	-5	289	-7	335	-7	377	-7	415	-7	450	-7	482	-5	510	-3	533	-2	554	-2	569	-2	584	-2	597	-2	614	-2	4
0	0	14	0	40	0	84	-1	135	-4	193	-6	250	-11	309	-15	359	-16	401	-17	438	-17	468	-17	493	-16	514	-16	528	-15	542	-13	550	-12	555	-12	557	-12	560	-12	4
0	0	12	1	44	-1	88	-3	140	-7	206	-13	269	-16	329	-22	399	-26	449	-30	488	-33	523	-35	553	-35	577	-32	597	-29	610	-27	621	-26	628	-25	633	-25	636	-25	4
0	0	19	0	52	1	91	-1	139	-5	192	-9	248	-11	301	-13	348	-16	386	-18	421	-22	448	-24	472	-25	492	-27	507	-27	517	-27	528	-27	538	-27	546	-27	554	-28	4
0	0	15	-4	44	-12	83	-18	130	-24	182	-31	236	-37	294	-42	353	-44	403	-46	450	-48	488	-48	517	-48	541	-48	559	-48	572	-49	582	-49	588	-50	591	-50	594	-51	4
0	0	13	0	30	0	38	0	69	-2	102	-5	129	-6	162	-9	192	-10	228	-11	263	-12	297	-12	330	-12	365	-12	395	-12	427	-12	454	-12	480	-12	503	-12	522	-12	4
0	0	-56	12	-66	21	-94	65	-135	122	-147	172	-149	232	-138	306	-114	334	-19	369	84	383	143	332	182	221	178	142	150	99	107	68	76	52	43	34	11	20	-4	15	5
0	0	-50	-2	-100	-3	-144	11	-171	44	-198	93	-231	169	-239	231	-232	289	-211	321	-155	352	-82	373	-35	356	28	282	72	215	84	156	68	107	37	63	-5	25	-30	8	5
0	0	-33	-1	-72	3	-116	23	-154	58	-185	123	-198	195	-201	240	-191	283	-173	319	-138	348	-83	365	-25	360	34	340	99	301	150	249	171	182	153	100	123	59	81	33	5
0	0	-59	-1	-120	9	-144	34	-168	89	-195	164	-205	242	-198	291	-172	323	-96	380	-45	402	-12	395	40	329	96	259	124	218	134	166	129	102	106	55	71	18	33	-4	5
0	0	-70	1	-210	33	-244	67	-268	124	-281	194	-282	261	-267	315	-234	344	-173	367	-113	378	-62	374	-8	339	38	284	67	228	74	170	65	112	35	63	0	33	-40	5	5
0	0	-51	-5	-118	-6	-163	7	-191	37	-209	92	-235	183	-244	259	-234	313	-177	367	-120	386	-73	384	-15	363	110	261	151	213	168	175	162	117	144	75	120	46	86	28	5
0	0	-43	-4	-88	-7	-137	-2	-183	16	-211	53	-232	116	-249	210	-255	280	-246	325	-203	363	-131	389	-41	396	37	384	105	328	135	247	134	179	117	111	88	56	65	35	5
0	0	-47	-1	-95	-1	-147	21	-170	56	-190	110	-217	201	-225	280	-212	331	-165	380	-102	413	-47	421	12	399	69	342	111	272	119	201	87	124	40	76	-4	56	-50	39	5
0	0	-86	-2	-173	13	-227	37	-244	65	-245	131	-245	225	-240	293	-206	354	-144	397	-87	403	-33	373	24	306	61	248	74	209	63	150	-8	47	-49	12	-97	-21	-133	-37	5
0	0	-26	-5	-56	-5	-92	-6	-135	1	-176	21	-205	45	-219	75	-230	112	-234	163	-230	231	-216	286	-190	314	-144	323	-80	305	-17	257	32	206	62	160	71	113	47	50	5
