0	0	21	-46	42	-110	64	-168	97	-242	123	-293	148	-342	168	-373	175	-384	178	-386	181	-384	182	-379	184	-371	196	-343	222	-292	246	-242	267	-183	284	-140	300	-101	319	-55	1
0	0	4	-21	13	-74	32	-116	63	-157	85	-185	124	-220	153	-245	173	-262	197	-278	211	-285	218	-290	221	-291	223	-288	226	-276	243	-238	265	-178	285	-108	302	-50	314	-10	1
0	0	13	-50	35	-121	63	-186	82	-232	97	-269	109	-299	118	-333	122	-351	123	-358	126	-363	129	-361	135	-351	155	-327	189	-286	222	-237	246	-193	267	-146	283	-99	295	-60	1
0	0	5	14	16	50	29	98	40	144	53	195	66	242	78	281	87	311	92	328	93	334	93	338	99	360	107	388	108	396	111	398	115	395	143	374	182	327	219	248	2
0	0	11	29	25	73	40	124	52	171	64	227	76	283	87	331	94	354	98	361	98	364	99	368	100	372	104	376	107	382	108	386	111	387	134	351	171	284	203	212	2
0	0	22	48	44	109	72	186	93	267	108	328	121	372	125	381	131	389	143	406	150	410	155	403	191	332	232	256	255	206	262	175	274	142	289	104	296	85	297	78	2
0	0	7	13	14	29	27	72	44	152	56	224	67	274	78	318	90	359	97	377	101	383	103	381	110	366	136	301	165	236	195	173	219	126	236	97	245	77	252	59	2
0	0	-35	-3	-100	-8	-152	-11	-200	-14	-240	-14	-275	-15	-310	-17	-340	-19	-364	-19	-387	-20	-413	-24	-430	-25	-446	-25	-465	-28	-480	-28	-489	-28	-498	-28	-505	-28	-516	-28	3
0	0	-45	4	-98	8	-155	13	-208	16	-257	15	-297	10	-335	8	-360	7	-380	6	-400	6	-415	6	-428	7	-445	10	-460	15	-472	18	-480	19	-487	20	-496	21	-507	21	3
0	0	-50	-1	-112	-1	-171	2	-224	6	-275	6	-326	6	-366	6	-396	6	-421	6	-445	5	-464	3	-481	2	-498	1	-514	0	-529	-1	-544	-1	-557	-3	-564	-3	-572	-3	3
0	0	40	3	97	6	154	8	206	10	248	14	292	16	326	19	359	21	384	22	412	26	437	28	466	32	495	34	524	39	547	42	567	44	583	47	594	48	599	48	4
0	0	21	-1	58	-9	95	-19	136	-26	177	-30	214	-31	242	-32	278	-32	307	-32	334	-31	359	-30	383	-30	407	-30	430	-30	452	-30	472	-29	490	-27	505	-25	521	-21	4
0	0	29	2	64	-4	105	-8	148	-11	188	-13	225	-15	265	-15	364	-15	463	-14	492	-13	520	-12	547	-9	573	-6	595	-3	614	0	635	3	650	6	659	8	671	10	4
0	0	-49	2	-99	14	-124	37	-147	110	-170	191	-182	251	-175	303	-137	348	-90	375	-26	378	31	358	77	313	103	252	111	206	105	168	89	124	74	95	46	63	25	42	5
0	0	-29	-8	-63	-9	-99	-9	-128	6	-153	29	-168	56	-184	95	-204	160	-211	215	-202	270	-178	312	-146	347	-104	372	-54	367	3	318	55	260	79	213	76	148	59	86	5
0	0	-43	7	-81	20	-102	44	-117	83	-134	138	-147	207	-145	255	-124	304	-97	339	-61	365	-16	371	28	355	79	311	120	255	136	208	134	144	120	104	89	61	60	34	5
0	0	-74	-2	-137	5	-159	26	-181	59	-202	106	-217	161	-222	223	-212	278	-201	298	-160	335	-100	365	-68	360	-17	319	36	276	72	233	90	146	80	71	52	33	18	5	5
0	0	-29	0	-46	7	-56	42	-86	163	-100	238	-96	293	-70	341	-19	394	37	424	76	414	128	353	172	271	188	194	181	142	160	105	121	65	89	48	38	33	-3	25	5
